train_data\images\DJI_0008_patch_00.jpg train_data\masks\DJI_0008_patch_00.png
train_data\images\DJI_0715_patch_40.jpg train_data\masks\DJI_0715_patch_40.png
train_data\images\DJI_0715_patch_41.jpg train_data\masks\DJI_0715_patch_41.png
train_data\images\DJI_0715_patch_42.jpg train_data\masks\DJI_0715_patch_42.png
train_data\images\DJI_0715_patch_43.jpg train_data\masks\DJI_0715_patch_43.png
train_data\images\DJI_0715_patch_44.jpg train_data\masks\DJI_0715_patch_44.png
train_data\images\DJI_0715_patch_45.jpg train_data\masks\DJI_0715_patch_45.png
train_data\images\DJI_0715_patch_46.jpg train_data\masks\DJI_0715_patch_46.png
train_data\images\DJI_0745_patch_00.jpg train_data\masks\DJI_0745_patch_00.png
train_data\images\DJI_0745_patch_01.jpg train_data\masks\DJI_0745_patch_01.png
train_data\images\DJI_0745_patch_02.jpg train_data\masks\DJI_0745_patch_02.png
train_data\images\DJI_0745_patch_03.jpg train_data\masks\DJI_0745_patch_03.png
train_data\images\DJI_0745_patch_04.jpg train_data\masks\DJI_0745_patch_04.png
train_data\images\DJI_0745_patch_05.jpg train_data\masks\DJI_0745_patch_05.png
train_data\images\DJI_0745_patch_06.jpg train_data\masks\DJI_0745_patch_06.png
train_data\images\DJI_0745_patch_10.jpg train_data\masks\DJI_0745_patch_10.png
train_data\images\DJI_0745_patch_11.jpg train_data\masks\DJI_0745_patch_11.png
train_data\images\DJI_0745_patch_12.jpg train_data\masks\DJI_0745_patch_12.png
train_data\images\DJI_0745_patch_13.jpg train_data\masks\DJI_0745_patch_13.png
train_data\images\DJI_0745_patch_14.jpg train_data\masks\DJI_0745_patch_14.png
train_data\images\DJI_0745_patch_15.jpg train_data\masks\DJI_0745_patch_15.png
train_data\images\DJI_0745_patch_16.jpg train_data\masks\DJI_0745_patch_16.png
train_data\images\DJI_0745_patch_20.jpg train_data\masks\DJI_0745_patch_20.png
train_data\images\DJI_0745_patch_21.jpg train_data\masks\DJI_0745_patch_21.png
train_data\images\DJI_0745_patch_22.jpg train_data\masks\DJI_0745_patch_22.png
train_data\images\DJI_0745_patch_23.jpg train_data\masks\DJI_0745_patch_23.png
train_data\images\DJI_0745_patch_24.jpg train_data\masks\DJI_0745_patch_24.png
train_data\images\DJI_0745_patch_25.jpg train_data\masks\DJI_0745_patch_25.png
train_data\images\DJI_0745_patch_26.jpg train_data\masks\DJI_0745_patch_26.png
train_data\images\DJI_0745_patch_30.jpg train_data\masks\DJI_0745_patch_30.png
train_data\images\DJI_0745_patch_31.jpg train_data\masks\DJI_0745_patch_31.png
train_data\images\DJI_0745_patch_32.jpg train_data\masks\DJI_0745_patch_32.png
train_data\images\DJI_0745_patch_33.jpg train_data\masks\DJI_0745_patch_33.png
train_data\images\DJI_0745_patch_34.jpg train_data\masks\DJI_0745_patch_34.png
train_data\images\DJI_0745_patch_35.jpg train_data\masks\DJI_0745_patch_35.png
train_data\images\DJI_0745_patch_36.jpg train_data\masks\DJI_0745_patch_36.png
train_data\images\DJI_0745_patch_40.jpg train_data\masks\DJI_0745_patch_40.png
train_data\images\DJI_0745_patch_41.jpg train_data\masks\DJI_0745_patch_41.png
train_data\images\DJI_0745_patch_42.jpg train_data\masks\DJI_0745_patch_42.png
train_data\images\DJI_0745_patch_43.jpg train_data\masks\DJI_0745_patch_43.png
train_data\images\DJI_0745_patch_44.jpg train_data\masks\DJI_0745_patch_44.png
train_data\images\DJI_0745_patch_45.jpg train_data\masks\DJI_0745_patch_45.png
train_data\images\DJI_0745_patch_46.jpg train_data\masks\DJI_0745_patch_46.png
train_data\images\DJI_0762_patch_00.jpg train_data\masks\DJI_0762_patch_00.png
train_data\images\DJI_0762_patch_01.jpg train_data\masks\DJI_0762_patch_01.png
train_data\images\DJI_0762_patch_02.jpg train_data\masks\DJI_0762_patch_02.png
train_data\images\DJI_0762_patch_03.jpg train_data\masks\DJI_0762_patch_03.png
train_data\images\DJI_0762_patch_04.jpg train_data\masks\DJI_0762_patch_04.png
train_data\images\DJI_0762_patch_05.jpg train_data\masks\DJI_0762_patch_05.png
train_data\images\DJI_0762_patch_06.jpg train_data\masks\DJI_0762_patch_06.png
train_data\images\DJI_0762_patch_10.jpg train_data\masks\DJI_0762_patch_10.png
train_data\images\DJI_0762_patch_11.jpg train_data\masks\DJI_0762_patch_11.png
train_data\images\DJI_0762_patch_12.jpg train_data\masks\DJI_0762_patch_12.png
train_data\images\DJI_0762_patch_13.jpg train_data\masks\DJI_0762_patch_13.png
train_data\images\DJI_0762_patch_14.jpg train_data\masks\DJI_0762_patch_14.png
train_data\images\DJI_0762_patch_15.jpg train_data\masks\DJI_0762_patch_15.png
train_data\images\DJI_0762_patch_16.jpg train_data\masks\DJI_0762_patch_16.png
train_data\images\DJI_0762_patch_20.jpg train_data\masks\DJI_0762_patch_20.png
train_data\images\DJI_0762_patch_21.jpg train_data\masks\DJI_0762_patch_21.png
train_data\images\DJI_0762_patch_22.jpg train_data\masks\DJI_0762_patch_22.png
train_data\images\DJI_0762_patch_23.jpg train_data\masks\DJI_0762_patch_23.png
train_data\images\DJI_0762_patch_24.jpg train_data\masks\DJI_0762_patch_24.png
train_data\images\DJI_0762_patch_25.jpg train_data\masks\DJI_0762_patch_25.png
train_data\images\DJI_0762_patch_26.jpg train_data\masks\DJI_0762_patch_26.png
train_data\images\DJI_0762_patch_30.jpg train_data\masks\DJI_0762_patch_30.png
train_data\images\DJI_0762_patch_31.jpg train_data\masks\DJI_0762_patch_31.png
train_data\images\DJI_0762_patch_32.jpg train_data\masks\DJI_0762_patch_32.png
train_data\images\DJI_0762_patch_33.jpg train_data\masks\DJI_0762_patch_33.png
train_data\images\DJI_0762_patch_34.jpg train_data\masks\DJI_0762_patch_34.png
train_data\images\DJI_0762_patch_35.jpg train_data\masks\DJI_0762_patch_35.png
train_data\images\DJI_0762_patch_36.jpg train_data\masks\DJI_0762_patch_36.png
train_data\images\DJI_0762_patch_40.jpg train_data\masks\DJI_0762_patch_40.png
train_data\images\DJI_0762_patch_41.jpg train_data\masks\DJI_0762_patch_41.png
train_data\images\DJI_0762_patch_42.jpg train_data\masks\DJI_0762_patch_42.png
train_data\images\DJI_0762_patch_43.jpg train_data\masks\DJI_0762_patch_43.png
train_data\images\DJI_0762_patch_44.jpg train_data\masks\DJI_0762_patch_44.png
train_data\images\DJI_0762_patch_45.jpg train_data\masks\DJI_0762_patch_45.png
train_data\images\DJI_0762_patch_46.jpg train_data\masks\DJI_0762_patch_46.png
train_data\images\DJI_0766_patch_00.jpg train_data\masks\DJI_0766_patch_00.png
train_data\images\DJI_0766_patch_01.jpg train_data\masks\DJI_0766_patch_01.png
train_data\images\DJI_0766_patch_02.jpg train_data\masks\DJI_0766_patch_02.png
train_data\images\DJI_0766_patch_03.jpg train_data\masks\DJI_0766_patch_03.png
train_data\images\DJI_0766_patch_04.jpg train_data\masks\DJI_0766_patch_04.png
train_data\images\DJI_0766_patch_05.jpg train_data\masks\DJI_0766_patch_05.png
train_data\images\DJI_0766_patch_06.jpg train_data\masks\DJI_0766_patch_06.png
train_data\images\DJI_0766_patch_10.jpg train_data\masks\DJI_0766_patch_10.png
train_data\images\DJI_0766_patch_11.jpg train_data\masks\DJI_0766_patch_11.png
train_data\images\DJI_0766_patch_12.jpg train_data\masks\DJI_0766_patch_12.png
train_data\images\DJI_0766_patch_13.jpg train_data\masks\DJI_0766_patch_13.png
train_data\images\DJI_0766_patch_14.jpg train_data\masks\DJI_0766_patch_14.png
train_data\images\DJI_0766_patch_15.jpg train_data\masks\DJI_0766_patch_15.png
train_data\images\DJI_0766_patch_16.jpg train_data\masks\DJI_0766_patch_16.png
train_data\images\DJI_0766_patch_20.jpg train_data\masks\DJI_0766_patch_20.png
train_data\images\DJI_0766_patch_21.jpg train_data\masks\DJI_0766_patch_21.png
train_data\images\DJI_0766_patch_22.jpg train_data\masks\DJI_0766_patch_22.png
train_data\images\DJI_0766_patch_23.jpg train_data\masks\DJI_0766_patch_23.png
train_data\images\DJI_0766_patch_24.jpg train_data\masks\DJI_0766_patch_24.png
train_data\images\DJI_0766_patch_25.jpg train_data\masks\DJI_0766_patch_25.png
train_data\images\DJI_0766_patch_26.jpg train_data\masks\DJI_0766_patch_26.png
train_data\images\DJI_0766_patch_30.jpg train_data\masks\DJI_0766_patch_30.png
train_data\images\DJI_0766_patch_31.jpg train_data\masks\DJI_0766_patch_31.png
train_data\images\DJI_0766_patch_32.jpg train_data\masks\DJI_0766_patch_32.png
train_data\images\DJI_0766_patch_33.jpg train_data\masks\DJI_0766_patch_33.png
train_data\images\DJI_0766_patch_34.jpg train_data\masks\DJI_0766_patch_34.png
train_data\images\DJI_0766_patch_35.jpg train_data\masks\DJI_0766_patch_35.png
train_data\images\DJI_0766_patch_36.jpg train_data\masks\DJI_0766_patch_36.png
train_data\images\DJI_0766_patch_40.jpg train_data\masks\DJI_0766_patch_40.png
train_data\images\DJI_0766_patch_41.jpg train_data\masks\DJI_0766_patch_41.png
train_data\images\DJI_0766_patch_42.jpg train_data\masks\DJI_0766_patch_42.png
train_data\images\DJI_0766_patch_43.jpg train_data\masks\DJI_0766_patch_43.png
train_data\images\DJI_0766_patch_44.jpg train_data\masks\DJI_0766_patch_44.png
train_data\images\DJI_0766_patch_45.jpg train_data\masks\DJI_0766_patch_45.png
train_data\images\DJI_0766_patch_46.jpg train_data\masks\DJI_0766_patch_46.png
train_data\images\DJI_0773_patch_00.jpg train_data\masks\DJI_0773_patch_00.png
train_data\images\DJI_0773_patch_01.jpg train_data\masks\DJI_0773_patch_01.png
train_data\images\DJI_0773_patch_02.jpg train_data\masks\DJI_0773_patch_02.png
train_data\images\DJI_0773_patch_03.jpg train_data\masks\DJI_0773_patch_03.png
train_data\images\DJI_0773_patch_04.jpg train_data\masks\DJI_0773_patch_04.png
train_data\images\DJI_0773_patch_05.jpg train_data\masks\DJI_0773_patch_05.png
train_data\images\DJI_0773_patch_06.jpg train_data\masks\DJI_0773_patch_06.png
train_data\images\DJI_0773_patch_10.jpg train_data\masks\DJI_0773_patch_10.png
train_data\images\DJI_0773_patch_11.jpg train_data\masks\DJI_0773_patch_11.png
train_data\images\DJI_0773_patch_12.jpg train_data\masks\DJI_0773_patch_12.png
train_data\images\DJI_0773_patch_13.jpg train_data\masks\DJI_0773_patch_13.png
train_data\images\DJI_0773_patch_14.jpg train_data\masks\DJI_0773_patch_14.png
train_data\images\DJI_0773_patch_15.jpg train_data\masks\DJI_0773_patch_15.png
train_data\images\DJI_0773_patch_16.jpg train_data\masks\DJI_0773_patch_16.png
train_data\images\DJI_0773_patch_20.jpg train_data\masks\DJI_0773_patch_20.png
train_data\images\DJI_0773_patch_21.jpg train_data\masks\DJI_0773_patch_21.png
train_data\images\DJI_0773_patch_22.jpg train_data\masks\DJI_0773_patch_22.png
train_data\images\DJI_0773_patch_23.jpg train_data\masks\DJI_0773_patch_23.png
train_data\images\DJI_0773_patch_24.jpg train_data\masks\DJI_0773_patch_24.png
train_data\images\DJI_0773_patch_25.jpg train_data\masks\DJI_0773_patch_25.png
train_data\images\DJI_0773_patch_26.jpg train_data\masks\DJI_0773_patch_26.png
train_data\images\DJI_0773_patch_30.jpg train_data\masks\DJI_0773_patch_30.png
train_data\images\DJI_0773_patch_31.jpg train_data\masks\DJI_0773_patch_31.png
train_data\images\DJI_0773_patch_32.jpg train_data\masks\DJI_0773_patch_32.png
train_data\images\DJI_0773_patch_33.jpg train_data\masks\DJI_0773_patch_33.png
train_data\images\DJI_0773_patch_34.jpg train_data\masks\DJI_0773_patch_34.png
train_data\images\DJI_0773_patch_35.jpg train_data\masks\DJI_0773_patch_35.png
train_data\images\DJI_0773_patch_36.jpg train_data\masks\DJI_0773_patch_36.png
train_data\images\DJI_0773_patch_40.jpg train_data\masks\DJI_0773_patch_40.png
train_data\images\DJI_0773_patch_41.jpg train_data\masks\DJI_0773_patch_41.png
train_data\images\DJI_0773_patch_42.jpg train_data\masks\DJI_0773_patch_42.png
train_data\images\DJI_0773_patch_43.jpg train_data\masks\DJI_0773_patch_43.png
train_data\images\DJI_0773_patch_44.jpg train_data\masks\DJI_0773_patch_44.png
train_data\images\DJI_0773_patch_45.jpg train_data\masks\DJI_0773_patch_45.png
train_data\images\DJI_0773_patch_46.jpg train_data\masks\DJI_0773_patch_46.png
train_data\images\DJI_0778_patch_00.jpg train_data\masks\DJI_0778_patch_00.png
train_data\images\DJI_0778_patch_01.jpg train_data\masks\DJI_0778_patch_01.png
train_data\images\DJI_0778_patch_02.jpg train_data\masks\DJI_0778_patch_02.png
train_data\images\DJI_0778_patch_03.jpg train_data\masks\DJI_0778_patch_03.png
train_data\images\DJI_0778_patch_04.jpg train_data\masks\DJI_0778_patch_04.png
train_data\images\DJI_0778_patch_05.jpg train_data\masks\DJI_0778_patch_05.png
train_data\images\DJI_0778_patch_06.jpg train_data\masks\DJI_0778_patch_06.png
train_data\images\DJI_0778_patch_10.jpg train_data\masks\DJI_0778_patch_10.png
train_data\images\DJI_0778_patch_11.jpg train_data\masks\DJI_0778_patch_11.png
train_data\images\DJI_0778_patch_12.jpg train_data\masks\DJI_0778_patch_12.png
train_data\images\DJI_0778_patch_13.jpg train_data\masks\DJI_0778_patch_13.png
train_data\images\DJI_0778_patch_14.jpg train_data\masks\DJI_0778_patch_14.png
train_data\images\DJI_0778_patch_15.jpg train_data\masks\DJI_0778_patch_15.png
train_data\images\DJI_0778_patch_16.jpg train_data\masks\DJI_0778_patch_16.png
train_data\images\DJI_0778_patch_20.jpg train_data\masks\DJI_0778_patch_20.png
train_data\images\DJI_0778_patch_21.jpg train_data\masks\DJI_0778_patch_21.png
train_data\images\DJI_0778_patch_22.jpg train_data\masks\DJI_0778_patch_22.png
train_data\images\DJI_0778_patch_23.jpg train_data\masks\DJI_0778_patch_23.png
train_data\images\DJI_0778_patch_24.jpg train_data\masks\DJI_0778_patch_24.png
train_data\images\DJI_0778_patch_25.jpg train_data\masks\DJI_0778_patch_25.png
train_data\images\DJI_0778_patch_26.jpg train_data\masks\DJI_0778_patch_26.png
train_data\images\DJI_0778_patch_30.jpg train_data\masks\DJI_0778_patch_30.png
train_data\images\DJI_0778_patch_31.jpg train_data\masks\DJI_0778_patch_31.png
train_data\images\DJI_0778_patch_32.jpg train_data\masks\DJI_0778_patch_32.png
train_data\images\DJI_0778_patch_33.jpg train_data\masks\DJI_0778_patch_33.png
train_data\images\DJI_0778_patch_34.jpg train_data\masks\DJI_0778_patch_34.png
train_data\images\DJI_0778_patch_35.jpg train_data\masks\DJI_0778_patch_35.png
train_data\images\DJI_0778_patch_36.jpg train_data\masks\DJI_0778_patch_36.png
train_data\images\DJI_0778_patch_40.jpg train_data\masks\DJI_0778_patch_40.png
train_data\images\DJI_0778_patch_41.jpg train_data\masks\DJI_0778_patch_41.png
train_data\images\DJI_0778_patch_42.jpg train_data\masks\DJI_0778_patch_42.png
train_data\images\DJI_0778_patch_43.jpg train_data\masks\DJI_0778_patch_43.png
train_data\images\DJI_0778_patch_44.jpg train_data\masks\DJI_0778_patch_44.png
train_data\images\DJI_0778_patch_45.jpg train_data\masks\DJI_0778_patch_45.png
train_data\images\DJI_0778_patch_46.jpg train_data\masks\DJI_0778_patch_46.png
train_data\images\DJI_0789_patch_00.jpg train_data\masks\DJI_0789_patch_00.png
train_data\images\DJI_0789_patch_01.jpg train_data\masks\DJI_0789_patch_01.png
train_data\images\DJI_0789_patch_02.jpg train_data\masks\DJI_0789_patch_02.png
train_data\images\DJI_0789_patch_03.jpg train_data\masks\DJI_0789_patch_03.png
train_data\images\DJI_0789_patch_04.jpg train_data\masks\DJI_0789_patch_04.png
train_data\images\DJI_0789_patch_05.jpg train_data\masks\DJI_0789_patch_05.png
train_data\images\DJI_0789_patch_06.jpg train_data\masks\DJI_0789_patch_06.png
train_data\images\DJI_0789_patch_10.jpg train_data\masks\DJI_0789_patch_10.png
train_data\images\DJI_0789_patch_11.jpg train_data\masks\DJI_0789_patch_11.png
train_data\images\DJI_0789_patch_12.jpg train_data\masks\DJI_0789_patch_12.png
train_data\images\DJI_0789_patch_13.jpg train_data\masks\DJI_0789_patch_13.png
train_data\images\DJI_0789_patch_14.jpg train_data\masks\DJI_0789_patch_14.png
train_data\images\DJI_0789_patch_15.jpg train_data\masks\DJI_0789_patch_15.png
train_data\images\DJI_0789_patch_16.jpg train_data\masks\DJI_0789_patch_16.png
train_data\images\DJI_0789_patch_20.jpg train_data\masks\DJI_0789_patch_20.png
train_data\images\DJI_0789_patch_21.jpg train_data\masks\DJI_0789_patch_21.png
train_data\images\DJI_0789_patch_22.jpg train_data\masks\DJI_0789_patch_22.png
train_data\images\DJI_0789_patch_23.jpg train_data\masks\DJI_0789_patch_23.png
train_data\images\DJI_0789_patch_24.jpg train_data\masks\DJI_0789_patch_24.png
train_data\images\DJI_0789_patch_25.jpg train_data\masks\DJI_0789_patch_25.png
train_data\images\DJI_0789_patch_26.jpg train_data\masks\DJI_0789_patch_26.png
train_data\images\DJI_0789_patch_30.jpg train_data\masks\DJI_0789_patch_30.png
train_data\images\DJI_0789_patch_31.jpg train_data\masks\DJI_0789_patch_31.png
train_data\images\DJI_0789_patch_32.jpg train_data\masks\DJI_0789_patch_32.png
train_data\images\DJI_0789_patch_33.jpg train_data\masks\DJI_0789_patch_33.png
train_data\images\DJI_0789_patch_34.jpg train_data\masks\DJI_0789_patch_34.png
train_data\images\DJI_0789_patch_35.jpg train_data\masks\DJI_0789_patch_35.png
train_data\images\DJI_0789_patch_36.jpg train_data\masks\DJI_0789_patch_36.png
train_data\images\DJI_0789_patch_40.jpg train_data\masks\DJI_0789_patch_40.png
train_data\images\DJI_0789_patch_41.jpg train_data\masks\DJI_0789_patch_41.png
train_data\images\DJI_0789_patch_42.jpg train_data\masks\DJI_0789_patch_42.png
train_data\images\DJI_0789_patch_43.jpg train_data\masks\DJI_0789_patch_43.png
train_data\images\DJI_0789_patch_44.jpg train_data\masks\DJI_0789_patch_44.png
train_data\images\DJI_0789_patch_45.jpg train_data\masks\DJI_0789_patch_45.png
train_data\images\DJI_0789_patch_46.jpg train_data\masks\DJI_0789_patch_46.png
train_data\images\DJI_0795_patch_00.jpg train_data\masks\DJI_0795_patch_00.png
train_data\images\DJI_0795_patch_01.jpg train_data\masks\DJI_0795_patch_01.png
train_data\images\DJI_0795_patch_02.jpg train_data\masks\DJI_0795_patch_02.png
train_data\images\DJI_0795_patch_03.jpg train_data\masks\DJI_0795_patch_03.png
train_data\images\DJI_0795_patch_04.jpg train_data\masks\DJI_0795_patch_04.png
train_data\images\DJI_0795_patch_05.jpg train_data\masks\DJI_0795_patch_05.png
train_data\images\DJI_0795_patch_06.jpg train_data\masks\DJI_0795_patch_06.png
train_data\images\DJI_0795_patch_10.jpg train_data\masks\DJI_0795_patch_10.png
train_data\images\DJI_0795_patch_11.jpg train_data\masks\DJI_0795_patch_11.png
train_data\images\DJI_0795_patch_12.jpg train_data\masks\DJI_0795_patch_12.png
train_data\images\DJI_0795_patch_13.jpg train_data\masks\DJI_0795_patch_13.png
train_data\images\DJI_0795_patch_14.jpg train_data\masks\DJI_0795_patch_14.png
train_data\images\DJI_0795_patch_15.jpg train_data\masks\DJI_0795_patch_15.png
train_data\images\DJI_0795_patch_16.jpg train_data\masks\DJI_0795_patch_16.png
